;business_id;attributes;categories;review_count;stars;centre;morningci;noonci;nightci;latenightci;weekci;weekendci
0;iXnB5jI6x3ChN6HCSJ5-Aw;{u'Take-out': True, u'Good For': {u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'brunch': False, u'breakfast': False}, u'Outdoor Seating': True, u'Parking': {u'garage': False, u'street': True, u'validated': False, u'lot': False, u'valet': False}, u'Accepts Credit Cards': True, u'Good for Kids': True, u'Good For Groups': True, u'Price Range': 3};[u'Food', u'Coffee & Tea', u'Delicatessen', u'Delis', u'Restaurants'];5;4.0;ZNVicGnKfP-52Kxv8jOpiQ;0.254570923032;0.0893541728104;0.0044234739015;0.0829401356532;0.157844293719;0.410867000885
1;yLEOt84SO7Cj0tZgIfTmig;{u'By Appointment Only': False, u'Accepts Credit Cards': True, u'Wheelchair Accessible': False, u'Price Range': 4};[u'Arts & Crafts', u'Shopping', u'Jewelry'];4;2.5;guIvTBHp1oxs76q44qQ9Pg;0.267873887446;0.0727253162806;0.00514964721074;0.0792430787204;0.168416521913;0.40659154843
2;4iaAezy5-l6CpxZa51mLtA;{u'Take-out': True, u'Delivery': False, u'Takes Reservations': False, u'Ambience': {u'romantic': False, u'intimate': False, u'classy': False, u'touristy': False, u'trendy': False, u'casual': True}, u'Good for Kids': True, u'Price Range': 1};[u'Restaurants', u'Italian'];3;3.5;jKtlmVwJiILyVUIW87E1hw;0.246195930928;0.0906137801334;0.00222260215421;0.0873653616003;0.159343477518;0.414258847666
3;HVuATnPVpLjUUTjHuYkzTA;{u'Take-out': True, u'Wi-Fi': u'free', u'Good For': {u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'breakfast': False, u'brunch': False}, u'Noise Level': u'average', u'Attire': u'casual', u'Alcohol': u'full_bar', u'Delivery': True, u'Has TV': False, u'Outdoor Seating': False, u'Parking': {u'garage': False, u'street': False, u'validated': False, u'lot': False, u'valet': False}, u'Ambience': {u'romantic': False, u'intimate': False, u'classy': False, u'hipster': False, u'divey': False, u'touristy': False, u'trendy': False, u'upscale': False, u'casual': False}, u'Waiter Service': True, u'Takes Reservations': True, u'Accepts Credit Cards': True, u'Good for Kids': True, u'Good For Groups': True, u'Price Range': 2};[u'Chinese', u'Restaurants'];5;3.0;UDFzpV0hr2rFw9fVl9npCw;0.27851158578;0.0800437768888;0.00267944750547;0.0732130726847;0.167408861046;0.398143256095
4;QCJc7tlFCl9b15X17k-zxQ;{u'Price Range': 1};[u'Bakeries', u'Food'];3;3.5;UDFzpV0hr2rFw9fVl9npCw;0.27851158578;0.0800437768888;0.00267944750547;0.0732130726847;0.167408861046;0.398143256095
5;lgWPBWkxGVXlmZ8wgRarkg;{u'Accepts Credit Cards': True, u'Wheelchair Accessible': True, u'Parking': {u'garage': False, u'validated': False, u'street': False, u'lot': False, u'valet': False}};[u'Hair Salons', u'Beauty & Spas'];5;4.0;ygZzeRVRHtlCE-miaJzDaQ;0.275117571612;0.0803049736355;0.00285022089212;0.0679065127547;0.173222174719;0.400598546387
6;d7ChdJOIon7ABnXXfSwprg;{u'Price Range': 2};[u'Fast Food', u'Chinese', u'Restaurants'];3;3.5;msSsqNJk2z_0gXD1bzWEZw;0.205128205128;0.0683760683761;0.0;0.119658119658;0.188034188034;0.418803418803
7;FRLZE2xG4K6c1tzEVFLeXw;{u'Take-out': False, u'Wi-Fi': u'free', u'Alcohol': u'beer_and_wine', u'Takes Reservations': True, u'Delivery': False, u'Wheelchair Accessible': True, u'Outdoor Seating': True, u'Parking': {u'garage': False, u'street': False, u'validated': False, u'lot': False, u'valet': False}, u'Accepts Credit Cards': True, u'Price Range': 4};[u'Seafood', u'Restaurants'];9;5.0;jKtlmVwJiILyVUIW87E1hw;0.246195930928;0.0906137801334;0.00222260215421;0.0873653616003;0.159343477518;0.414258847666
8;1Up3ZUh37Z8OIan0xQFxLQ;{u'Take-out': True, u'Wi-Fi': u'no', u'Good For': {u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'brunch': False, u'breakfast': False}, u'Caters': False, u'Noise Level': u'average', u'Takes Reservations': False, u'Alcohol': u'none', u'Delivery': False, u'Has TV': False, u'Outdoor Seating': True, u'Attire': u'casual', u'Ambience': {u'romantic': False, u'intimate': False, u'classy': False, u'hipster': False, u'divey': False, u'touristy': False, u'trendy': False, u'upscale': False, u'casual': False}, u'Waiter Service': True, u'Accepts Credit Cards': False, u'Good for Kids': True, u'Good For Groups': False, u'Price Range': 1};[u'Food', u'Coffee & Tea', u'Sandwiches', u'Restaurants'];9;4.5;ygZzeRVRHtlCE-miaJzDaQ;0.275117571612;0.0803049736355;0.00285022089212;0.0679065127547;0.173222174719;0.400598546387
9;8C-nkcmC9WZWVYDQKmJHmg;{u'Take-out': True, u'Wi-Fi': u'free', u'Drive-Thru': False, u'Good For': {u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'breakfast': False, u'brunch': False}, u'Caters': True, u'Noise Level': u'quiet', u'Attire': u'casual', u'Alcohol': u'beer_and_wine', u'Delivery': True, u'Has TV': False, u'Outdoor Seating': False, u'Parking': {u'garage': False, u'street': False, u'validated': False, u'lot': False, u'valet': False}, u'Ambience': {u'romantic': False, u'intimate': False, u'classy': False, u'hipster': False, u'divey': False, u'touristy': False, u'trendy': False, u'upscale': False, u'casual': False}, u'Waiter Service': False, u'Takes Reservations': True, u'Accepts Credit Cards': True, u'Good for Kids': True, u'Good For Groups': True, u'Price Range': 2};[u'Burgers', u'Restaurants'];15;3.0;UDFzpV0hr2rFw9fVl9npCw;0.27851158578;0.0800437768888;0.00267944750547;0.0732130726847;0.167408861046;0.398143256095
10;aIKF0TKaqSLaj3H8dF59pQ;{u'Wi-Fi': u'free', u'Alcohol': u'full_bar', u'Good For Dancing': False, u'Noise Level': u'average', u'Coat Check': False, u'Delivery': False, u'Dogs Allowed': True, u'Happy Hour': False, u'Has TV': False, u'Outdoor Seating': False, u'Takes Reservations': True, u'Ambience': {u'romantic': False, u'intimate': False, u'classy': False, u'hipster': False, u'divey': False, u'touristy': False, u'trendy': False, u'upscale': False, u'casual': False}, u'Smoking': u'outdoor', u'Accepts Credit Cards': True, u'Wheelchair Accessible': True, u'Good For Groups': True, u'Price Range': 2};[u'Pubs', u'Bars', u'Nightlife'];12;4.0;guIvTBHp1oxs76q44qQ9Pg;0.267873887446;0.0727253162806;0.00514964721074;0.0792430787204;0.168416521913;0.40659154843
11;1J4oIGwti2AY76VfkbUIow;{u'By Appointment Only': True};[u'Health & Medical', u'Hospitals'];5;4.5;oCGvBNbxzVuC0auBkwbAuA;0.264423076923;0.0240384615385;0.0;0.0745192307692;0.204326923077;0.432692307692
12;0Omz6epKqX2py53P2VAmqQ;{};[u'Pubs', u'Bars', u'Nightlife'];4;3.5;guIvTBHp1oxs76q44qQ9Pg;0.267873887446;0.0727253162806;0.00514964721074;0.0792430787204;0.168416521913;0.40659154843
13;wGIh2lR9WdVhLaTVuTv2Uw;{u'Take-out': True, u'Wi-Fi': u'free', u'Good For': {u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'breakfast': False, u'brunch': False}, u'Caters': False, u'Noise Level': u'average', u'Attire': u'casual', u'Alcohol': u'none', u'Delivery': False, u'Has TV': False, u'Outdoor Seating': False, u'Parking': {u'garage': False, u'street': False, u'validated': False, u'lot': False, u'valet': False}, u'Ambience': {u'romantic': False, u'intimate': False, u'classy': False, u'hipster': False, u'divey': False, u'touristy': False, u'trendy': False, u'upscale': False, u'casual': False}, u'Waiter Service': False, u'Takes Reservations': False, u'Accepts Credit Cards': True, u'Good for Kids': True, u'Good For Groups': False, u'Price Range': 1};[u'Food', u'Coffee & Tea', u'Cafes', u'Restaurants'];14;4.0;ygZzeRVRHtlCE-miaJzDaQ;0.275117571612;0.0803049736355;0.00285022089212;0.0679065127547;0.173222174719;0.400598546387
14;UvdLXoikB9F3-UZvk3V9Iw;{};[u'Churches', u'Religious Organizations'];5;5.0;UDFzpV0hr2rFw9fVl9npCw;0.27851158578;0.0800437768888;0.00267944750547;0.0732130726847;0.167408861046;0.398143256095
15;lXpOMMVeNqAH1OSiuGumng;{u'Accepts Credit Cards': True, u'Wi-Fi': u'free', u'Price Range': 2};[u'Hotels & Travel', u'Event Planning & Services', u'Hotels'];4;3.5;zsxADzlI8x2gOOED-etOyQ;0.308943089431;0.00813008130081;0.0162601626016;0.0406504065041;0.186991869919;0.439024390244
16;skNHzBMqkvE5eTYXoXikzw;{u'Price Range': 2, u'Accepts Credit Cards': True, u'Has TV': False, u'Good For Groups': True, u'Takes Reservations': True};[u'Bars', u'Nightlife'];4;4.0;UDFzpV0hr2rFw9fVl9npCw;0.27851158578;0.0800437768888;0.00267944750547;0.0732130726847;0.167408861046;0.398143256095
17;x02bWSJbx3VLZg6QytDpxQ;{u'Price Range': 1, u'Alcohol': u'full_bar', u'Good For Dancing': False, u'Noise Level': u'average', u'Coat Check': False, u'Music': {u'dj': False, u'background_music': False, u'jukebox': False, u'live': True, u'video': False, u'karaoke': False}, u'Happy Hour': False, u'Has TV': True, u'Outdoor Seating': False, u'Parking': {u'garage': False, u'street': False, u'lot': False, u'valet': False}, u'Ambience': {u'romantic': False, u'intimate': False, u'classy': False, u'upscale': False, u'touristy': False, u'trendy': False, u'casual': False}, u'Smoking': u'outdoor', u'Accepts Credit Cards': False, u'Good for Kids': False, u'Good For Groups': True, u'Wheelchair Accessible': True};[u'Pubs', u'Bars', u'Arts & Entertainment', u'Nightlife', u'Music Venues'];15;4.0;guIvTBHp1oxs76q44qQ9Pg;0.267873887446;0.0727253162806;0.00514964721074;0.0792430787204;0.168416521913;0.40659154843
18;1S0vJfhkdxiPxzxC9iE9kg;{u'Waiter Service': True, u'Accepts Credit Cards': True, u'Good For Groups': True, u'Price Range': 3};[u'British', u'Restaurants'];5;3.5;UDFzpV0hr2rFw9fVl9npCw;0.27851158578;0.0800437768888;0.00267944750547;0.0732130726847;0.167408861046;0.398143256095
19;aFmIW7CgoaELhXssJuoIkA;{u'Take-out': True, u'Good For': {u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'brunch': False, u'breakfast': False}, u'Caters': True, u'Noise Level': u'quiet', u'Parking': {u'garage': False, u'street': False, u'validated': False, u'lot': False, u'valet': False}, u'Alcohol': u'full_bar', u'Delivery': True, u'Has TV': False, u'Outdoor Seating': True, u'Attire': u'casual', u'Ambience': {u'romantic': False, u'intimate': False, u'classy': False, u'hipster': False, u'divey': False, u'touristy': False, u'trendy': False, u'upscale': False, u'casual': False}, u'Waiter Service': True, u'Accepts Credit Cards': True, u'Good for Kids': False, u'Good For Groups': True, u'Price Range': 3};[u'Cheese Shops', u'Food', u'French', u'Specialty Food', u'Delis', u'Restaurants'];9;4.0;CJOxd59MC9xXdbGIU-DtnA;0.256637168142;0.0464601769912;0.0033185840708;0.105088495575;0.16482300885;0.423672566372
20;lr1GDhMMISqF8NfEmgQ72A;{u'Parking': {u'garage': False, u'street': False, u'validated': False, u'lot': False, u'valet': False}, u'Accepts Credit Cards': True, u'Price Range': 3};"[u""Women's Clothing"", u'Fashion', u'Shopping', u'Accessories']";8;4.0;japrIpcgwVzttf5uDwo6VA;0.28248468202;0.0348616099725;0.000633847454046;0.0817663215719;0.171350095077;0.428903443905
21;OTcP5Y8eGfCGiLH53OJOdg;{u'By Appointment Only': False, u'Accepts Credit Cards': False, u'Good for Kids': True, u'Parking': {u'garage': False, u'street': False, u'validated': False, u'lot': False, u'valet': False}, u'Price Range': 2};[u'Specialty Schools', u'Arts & Entertainment', u'Art Galleries', u'Shopping', u'Education'];5;5.0;ZNVicGnKfP-52Kxv8jOpiQ;0.254570923032;0.0893541728104;0.0044234739015;0.0829401356532;0.157844293719;0.410867000885
22;vIwxtjIOKy8BN36dego89w;{u'Good for Kids': True};[u'Arts & Entertainment', u'Performing Arts'];4;4.0;japrIpcgwVzttf5uDwo6VA;0.28248468202;0.0348616099725;0.000633847454046;0.0817663215719;0.171350095077;0.428903443905
23;TnMJmcHi9m7qFAB2jBnDZA;{u'Price Range': 1, u'Alcohol': u'full_bar', u'Good For Dancing': False, u'Noise Level': u'average', u'Coat Check': False, u'Music': {u'dj': False, u'background_music': False, u'karaoke': False, u'live': False, u'video': False, u'jukebox': True}, u'Has TV': True, u'Outdoor Seating': False, u'Parking': {u'garage': False, u'street': False, u'validated': False, u'lot': False, u'valet': False}, u'Ambience': {u'romantic': False, u'intimate': False, u'classy': False, u'hipster': False, u'divey': False, u'touristy': False, u'trendy': False, u'upscale': False, u'casual': False}, u'Smoking': u'no', u'Accepts Credit Cards': True, u'Good For Groups': True, u'Wheelchair Accessible': True};[u'Pubs', u'Bars', u'Nightlife'];13;3.0;UDFzpV0hr2rFw9fVl9npCw;0.27851158578;0.0800437768888;0.00267944750547;0.0732130726847;0.167408861046;0.398143256095
24;xGLrhhi5VIw3OYpVnpzycw;{u'Parking': {u'garage': False, u'street': False, u'validated': False, u'lot': False, u'valet': False}, u'Alcohol': u'full_bar', u'Price Range': 2};[u'Pubs', u'Bars', u'Nightlife'];5;3.0;mb0iPj7YwNpHmngLPIaS7g;0.238482384824;0.0677506775068;0.00271002710027;0.10298102981;0.173441734417;0.414634146341
25;tE17uH0g1sOuM7tiONA9zw;{};[u'Hotels & Travel', u'Hostels'];14;4.5;guIvTBHp1oxs76q44qQ9Pg;0.267873887446;0.0727253162806;0.00514964721074;0.0792430787204;0.168416521913;0.40659154843
26;A_7Rdl3r9gE3JwfZKUCBWg;{u'Wheelchair Accessible': True, u'Take-out': True, u'Good For': {u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'brunch': False, u'breakfast': False}, u'Noise Level': u'average', u'Takes Reservations': False, u'Delivery': True, u'Has TV': False, u'Outdoor Seating': True, u'Attire': u'casual', u'Alcohol': u'none', u'Waiter Service': False, u'Accepts Credit Cards': True, u'Good for Kids': True, u'Good For Groups': True, u'Price Range': 1};[u'Restaurants', u'Pizza', u'Italian'];15;4.5;UnuHfMm1o3E3P4tpVNJ8fg;0.268656716418;0.067842605156;0.00587969244686;0.0809588421529;0.168249660787;0.408412483039
27;IjG4_ENN01IuaF7Ha6FLJw;{u'Parking': {u'garage': False, u'street': False, u'validated': False, u'lot': False, u'valet': False}, u'Price Range': 3, u'Good For Groups': True, u'Attire': u'casual'};[u'Thai', u'Restaurants'];12;4.0;mV2qIJvhYuHTI0_to25nrQ;0.243469645109;0.0807061790668;0.00414339758602;0.0989911727617;0.166276346604;0.406413258872
28;pCOLvy5TzYg_tAe56AWlGg;{u'Parking': {u'garage': False, u'street': False, u'validated': False, u'lot': False, u'valet': False}, u'Price Range': 2};[u'Food', u'Cupcakes'];5;4.5;guIvTBHp1oxs76q44qQ9Pg;0.267873887446;0.0727253162806;0.00514964721074;0.0792430787204;0.168416521913;0.40659154843
29;eCuoZK0tK5MxYNpATdRajg;{u'Take-out': True, u'Wi-Fi': u'no', u'Good For': {u'dessert': False, u'latenight': False, u'lunch': True, u'dinner': True, u'brunch': False, u'breakfast': False}, u'Caters': False, u'Noise Level': u'average', u'Attire': u'casual', u'Alcohol': u'none', u'Delivery': False, u'Has TV': False, u'Outdoor Seating': False, u'Parking': {u'garage': False, u'street': False, u'validated': False, u'lot': False, u'valet': False}, u'Ambience': {u'romantic': False, u'intimate': False, u'classy': False, u'hipster': False, u'divey': False, u'touristy': False, u'trendy': True, u'upscale': False, u'casual': False}, u'Waiter Service': True, u'Takes Reservations': False, u'Accepts Credit Cards': True, u'Good for Kids': True, u'Good For Groups': True, u'Price Range': 2};[u'Sushi Bars', u'Restaurants'];34;3.5;guIvTBHp1oxs76q44qQ9Pg;0.267873887446;0.0727253162806;0.00514964721074;0.0792430787204;0.168416521913;0.40659154843
30;sEy-T1JcWDPy7nJBVWDpaw;{u'Take-out': False, u'Wi-Fi': u'free', u'Alcohol': u'full_bar', u'Caters': False, u'Noise Level': u'average', u'Takes Reservations': True, u'Delivery': False, u'Has TV': False, u'Outdoor Seating': True, u'Attire': u'casual', u'Ambience': {u'romantic': False, u'intimate': False, u'classy': False, u'hipster': False, u'divey': False, u'touristy': True, u'trendy': False, u'upscale': False, u'casual': False}, u'Waiter Service': True, u'Accepts Credit Cards': True, u'Good for Kids': True, u'Good For Groups': True, u'Price Range': 2};[u'French', u'Restaurants'];19;3.5;ZNVicGnKfP-52Kxv8jOpiQ;0.254570923032;0.0893541728104;0.0044234739015;0.0829401356532;0.157844293719;0.410867000885
31;gqieCffMWjRTRIqdeXcvXQ;{u'Alcohol': u'full_bar', u'Good For Dancing': False, u'Noise Level': u'quiet', u'Dogs Allowed': False, u'Happy Hour': False, u'Has TV': True, u'Outdoor Seating': False, u'Coat Check': False, u'Ambience': {u'romantic': False, u'intimate': False, u'classy': False, u'hipster': False, u'divey': False, u'touristy': False, u'trendy': False, u'upscale': False, u'casual': False}, u'Smoking': u'outdoor', u'Accepts Credit Cards': True, u'Good For Groups': True, u'Price Range': 1};[u'Pubs', u'Bars', u'Nightlife'];13;3.5;mV2qIJvhYuHTI0_to25nrQ;0.243469645109;0.0807061790668;0.00414339758602;0.0989911727617;0.166276346604;0.406413258872
32;MDCVmqm2-RuCcyHbV4jniw;{u'Accepts Credit Cards': True, u'Wheelchair Accessible': True, u'Price Range': 2};"[u""Women's Clothing"", u""Men's Clothing"", u'Fashion', u'Shopping', u'Accessories']";5;3.0;guIvTBHp1oxs76q44qQ9Pg;0.267873887446;0.0727253162806;0.00514964721074;0.0792430787204;0.168416521913;0.40659154843
33;KPo2G5rdqKKJsta1FEavXg;{u'By Appointment Only': False, u'Accepts Credit Cards': True, u'Parking': {u'garage': False, u'street': False, u'lot': False, u'valet': False}, u'Price Range': 3};[u'Shopping', u'Mass Media', u'Antiques'];5;4.0;guIvTBHp1oxs76q44qQ9Pg;0.267873887446;0.0727253162806;0.00514964721074;0.0792430787204;0.168416521913;0.40659154843
34;fW9-kItQjNgKah9uF_-bSw;{u'Take-out': True, u'Good For Groups': True, u'Attire': u'casual'};[u'Fast Food', u'Pizza', u'Restaurants'];6;2.5;guIvTBHp1oxs76q44qQ9Pg;0.267873887446;0.0727253162806;0.00514964721074;0.0792430787204;0.168416521913;0.40659154843
35;Wh8vj7r1skF4InzLT1BLKQ;{u'Parking': {u'garage': False, u'street': False, u'validated': False, u'lot': False, u'valet': False}, u'Accepts Credit Cards': True, u'Price Range': 2};[u'Shopping', u'Drugstores'];4;4.0;mV2qIJvhYuHTI0_to25nrQ;0.243469645109;0.0807061790668;0.00414339758602;0.0989911727617;0.166276346604;0.406413258872
36;jWTVdi-1Ia1DwI-Rx5ti_Q;{u'Smoking': u'no', u'Has TV': False, u'Good For Groups': True, u'Good For Dancing': True, u'Price Range': 2};[u'Bars', u'DJs', u'Cocktail Bars', u'Nightlife', u'Event Planning & Services'];3;3.0;UDFzpV0hr2rFw9fVl9npCw;0.27851158578;0.0800437768888;0.00267944750547;0.0732130726847;0.167408861046;0.398143256095
37;HKQe1IV-mwKqROcu0UE9WQ;{u'Waiter Service': True, u'Take-out': True, u'Price Range': 1, u'Alcohol': u'none', u'Takes Reservations': False};[u'Food', u'Coffee & Tea', u'Fast Food', u'Restaurants'];7;3.5;guIvTBHp1oxs76q44qQ9Pg;0.267873887446;0.0727253162806;0.00514964721074;0.0792430787204;0.168416521913;0.40659154843
38;igl8VOAvVDVDuKY5kljPvw;{u'Ambience': {u'romantic': False, u'intimate': False, u'touristy': False, u'hipster': False, u'divey': False, u'classy': False, u'trendy': False, u'upscale': False, u'casual': False}, u'Accepts Credit Cards': True, u'Wi-Fi': u'free', u'Price Range': 3};[u'Hotels & Travel', u'Event Planning & Services', u'Hotels'];10;4.0;NA;;;;;;
39;HpurSgjX4t8rrhFmaRfG8A;{u'Outdoor Seating': False};[u'Food', u'Coffee & Tea', u'Fast Food', u'Restaurants'];4;2.5;jKtlmVwJiILyVUIW87E1hw;0.246195930928;0.0906137801334;0.00222260215421;0.0873653616003;0.159343477518;0.414258847666
40;6BOH9Zb8IQ4ksrg6gwAbIw;{u'Good For Groups': True, u'Accepts Credit Cards': False, u'Alcohol': u'beer_and_wine', u'Price Range': 3};[u'Nightlife', u'Dance Clubs'];4;3.0;mV2qIJvhYuHTI0_to25nrQ;0.243469645109;0.0807061790668;0.00414339758602;0.0989911727617;0.166276346604;0.406413258872
41;aAbagHCzHHk94Q-rCLRpxQ;{u'Parking': {u'garage': False, u'street': False, u'lot': False, u'valet': False}, u'Accepts Credit Cards': True, u'Price Range': 1};[u'Food', u'Grocery'];3;4.5;UDFzpV0hr2rFw9fVl9npCw;0.27851158578;0.0800437768888;0.00267944750547;0.0732130726847;0.167408861046;0.398143256095
42;B16MXjNVt1gqBy-trsId0w;{u'Take-out': True, u'Wi-Fi': u'free', u'Good For': {u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'brunch': False, u'breakfast': False}, u'Caters': True, u'Noise Level': u'quiet', u'Attire': u'casual', u'Alcohol': u'full_bar', u'Delivery': True, u'Has TV': False, u'Outdoor Seating': True, u'Parking': {u'garage': False, u'street': False, u'lot': False, u'valet': False}, u'Ambience': {u'romantic': False, u'intimate': False, u'classy': False, u'hipster': False, u'divey': False, u'touristy': False, u'trendy': False, u'upscale': False, u'casual': True}, u'Waiter Service': True, u'Takes Reservations': True, u'Accepts Credit Cards': True, u'Good for Kids': True, u'Good For Groups': True, u'Price Range': 3};[u'Asian Fusion', u'Malaysian', u'Dim Sum', u'Chinese', u'Restaurants'];14;3.0;ygZzeRVRHtlCE-miaJzDaQ;0.275117571612;0.0803049736355;0.00285022089212;0.0679065127547;0.173222174719;0.400598546387
